code_muni,name_muni,code_state,abbrev_state,name_state,code_region,name_region,mean_radiance,median_radiance,sum_radiance,max_radiance,percent_area_above_1
2307908,Martinópole,23,CE,Ceará,2,Nordeste,0.2862942587227872,0.0,350.13787841796875,25.42500686645508,5.069501226492232
2308005,Massapê,23,CE,Ceará,2,Nordeste,0.5626328176330486,0.0,1284.49072265625,37.36128616333008,13.053000438020147
2308104,Mauriti,23,CE,Ceará,2,Nordeste,0.357201747750812,0.0,1567.0440673828125,22.72834014892578,8.274447230453612
2308203,Meruoca,23,CE,Ceará,2,Nordeste,1.1463600925401565,0.9235333800315856,695.840576171875,13.8722505569458,42.33937397034597
2308302,Milagres,23,CE,Ceará,2,Nordeste,0.558228525594162,0.0,1312.395263671875,23.78897857666016,14.759676733304977
2308351,Milhã,23,CE,Ceará,2,Nordeste,0.3952040191004277,0.0,802.6593627929688,17.116334915161133,8.764155588380108
2308377,Miraíma,23,CE,Ceará,2,Nordeste,0.1988151875970412,0.0,568.2138061523438,14.825984001159668,3.7438768369489153
2308401,Missão Velha,23,CE,Ceará,2,Nordeste,0.7307183835438429,0.0,1818.758056640625,28.084352493286133,23.66412213740458
2308500,Mombaça,23,CE,Ceará,2,Nordeste,0.2057389436934471,0.0,1762.154052734375,25.919483184814453,3.4208990075890253
2308609,Monsenhor Tabosa,23,CE,Ceará,2,Nordeste,0.1571299671433884,0.0,567.7105712890625,20.42593765258789,2.2695820647661225
2308708,Morada Nova,23,CE,Ceará,2,Nordeste,0.3107761218002553,0.0,3469.19384765625,45.62075424194336,5.589895189465198
2308807,Moraújo,23,CE,Ceará,2,Nordeste,0.2138695924673507,0.0,358.2315673828125,22.220443725585938,3.6417910447761193
2308906,Morrinhos,23,CE,Ceará,2,Nordeste,0.5635267486018742,0.0,932.0732421875,28.53241539001465,12.273276904474002
2309003,Mucambo,23,CE,Ceará,2,Nordeste,1.2676582093451434,0.0,995.1116943359376,53.29807662963867,17.70700636942675
2309102,Mulungu,23,CE,Ceará,2,Nordeste,0.7429454970175932,0.6458412408828735,289.0057983398437,11.667905807495115,22.36503856041131
2309201,Nova Olinda,23,CE,Ceará,2,Nordeste,0.6358820794472707,0.4773855209350586,738.2590942382812,33.147056579589844,13.350559862187769
2309300,Nova Russas,23,CE,Ceará,2,Nordeste,0.5343732795459312,0.0,1592.432373046875,47.87312698364258,9.093959731543624
2309409,Novo Oriente,23,CE,Ceará,2,Nordeste,0.2108369415569603,0.0,808.7705078125,31.998611450195312,3.4671532846715327
2309458,Ocara,23,CE,Ceará,2,Nordeste,0.2473033091210748,0.0,763.919921875,8.08338737487793,4.499838135318873
2309508,Orós,23,CE,Ceará,2,Nordeste,0.3380398191479764,0.0,790.3370971679688,19.597190856933597,6.330196749358426
2309607,Pacajus,23,CE,Ceará,2,Nordeste,2.328616187686012,1.054168701171875,2347.2451171875,29.631046295166016,53.47222222222222
2309706,Pacatuba,23,CE,Ceará,2,Nordeste,5.8128517967308575,3.0078787803649902,3150.565673828125,43.993125915527344,88.56088560885608
2309805,Pacoti,23,CE,Ceará,2,Nordeste,0.6164087020674127,0.6779696941375732,282.315185546875,7.426997184753418,17.903930131004365
2309904,Pacujá,23,CE,Ceará,2,Nordeste,1.1204704904422709,0.6505021452903748,400.0079650878906,33.33463287353516,28.571428571428573
2310001,Palhano,23,CE,Ceará,2,Nordeste,0.2809874310531356,0.0,495.099853515625,13.603185653686523,5.505107832009081
2310100,Palmácia,23,CE,Ceará,2,Nordeste,0.4183239946016227,0.0,217.1101531982422,4.964154243469238,11.560693641618498
2310209,Paracuru,23,CE,Ceará,2,Nordeste,1.2546942761479591,0.8394484519958496,1537.00048828125,21.226581573486328,38.12244897959184
